WONUM,WORKTYPE,WORKORDERSTATUS,WORKORDERDESC,REPORTEDBY,CCLINE,LOCATION,ASSETNUM,AFFECTEDDATE,REPORTDATE,ACTUALSTART,ACTUALFINISH,OWNERGROUP,PERSONGROUP
WO2026-225611,CM,CLOSE,1J2-MEZZANINE NORTHSIDE ELV#2- EXIT#2 CANNOT OPEN FROM L&E,0000259,L1,1J2ES0-G00-F01,CMLF000245,"Jun 15, 2026 3:49 AM","Jun 15, 2026 3:49 AM","Jun 15, 2026 5:45 AM","Jun 15, 2026 11:24 AM",MEFMHARD,MECHFMSC
WO2026-226545,CM,CLOSE,1J2PR-Generator-01 showing collective fault in FSCADA,UDAYKIRAN.UBBAPALLI,L1,1J2PR0,REL1002743,"Jun 16, 2026 5:55 PM","Jun 16, 2026 5:55 PM","Jun 16, 2026 7:17 PM","Jun 18, 2026 3:29 PM",MEFMHARD,ELECFMSC
WO2026-225716,CM,CLOSE,1J2PR0-DXU01-Entry Booth -Outdoor unit of DXU01 is not working. High Temperatures  inside Entry,0001125,L1,1J2PR0,CMAC011654,"Jun 15, 2026 4:36 PM","Jun 15, 2026 4:36 PM","Jun 15, 2026 5:10 PM","Jun 16, 2026 8:32 PM",MEFMHARD,HVACFMSC
WO2026-227198,CM,CLOSE,1J2 PRO - Generator - BMS Showing Generator Summary Alarm & Leakage Near Day Tank alarm,0001102,L1,1J2PR0,REL1002743,"Jun 17, 2026 5:49 AM","Jun 17, 2026 5:49 AM","Jun 17, 2026 6:06 AM","Jun 18, 2026 12:08 AM",MEFMHARD,ELECFMSC
WO2026-225741,CM,CLOSE,1J2PR0-DXU04-Exit Booth -DXU04 of Exit Middle booth is not working. High Temperatures  inside Exit B,0001125,L1,1J2PR0-F02-LOB04,CMAC011110,"Jun 15, 2026 5:20 PM","Jun 15, 2026 5:20 PM","Jun 15, 2026 7:56 PM","Jun 18, 2026 5:50 PM",MEFMHARD,HVACFMSC
WO2026-225671,CM,CLOSE,1J2PR-DXU 05 isn't cooling although temp set to 25,0000324,L1,1J2PR0-G00-GEN,CMAC011042,"Jun 15, 2026 10:48 AM","Jun 15, 2026 10:48 AM","Jun 15, 2026 12:06 PM","Jun 18, 2026 5:42 PM",MEFMHARD,HVACFMSC
WO2026-225725,CM,CLOSE,1H2-Due to overheat Fire alarm activated.,0000254,L1,1H2ES0-G01-ESCL02,,"Jun 15, 2026 5:00 PM","Jun 15, 2026 5:00 PM","Jun 15, 2026 6:38 PM","Jun 16, 2026 2:00 AM",MEFMHARD,ELECFMSC
WO2026-227923,CM,CLOSE,"1H2 - Cleaning - Pump Room Floor dirty , cleaning needed",0001102,L1,1H2ES0-B01-DWP,INTFLR-32,"Jun 18, 2026 3:29 AM","Jun 18, 2026 3:29 AM","Jun 18, 2026 3:57 AM","Jun 19, 2026 4:28 AM",MEFMSOFT,SSFMSC
WO2026-225605,CM,CLOSE,"1H2 - Hand Spary - South Male washroom Hand Spray water leakage , washroom in out of service",0001102,L1,1H2ES0-F01-WCM02,MEPG0936,"Jun 15, 2026 4:28 AM","Jun 15, 2026 4:28 AM","Jun 15, 2026 5:02 AM","Jun 17, 2026 4:20 PM",MEFMHARD,MECHFMSC
WO2026-227204,CM,CLOSE,1H2PR-2ND FLOOR-ROW01-WALL-Detached gasket rubber for the parking pole,0001411,L1,1H2PR0,INTWAL-32,"Jun 17, 2026 6:20 AM","Jun 17, 2026 6:20 AM","Jun 17, 2026 6:36 AM","Jun 17, 2026 11:19 AM",MEFMSOFT,MEFMCSA
WO2026-227998,CM,INPRG,1H2 Walk way bridge lights working without control ( 24hours),FM-127413,L1,1H2ES0-P02-WLKW01,MEPG0906,"Jun 18, 2026 11:46 AM","Jun 18, 2026 11:46 AM","Jun 18, 2026 11:47 AM",,MEFMHARD,ELECFMSC
WO2026-227934,CM,CLOSE,1H2 - Door - South Female washroom Door Handle faulty,0001102,L1,1H2ES0-F01-WCF01,DOOR-32,"Jun 18, 2026 4:25 AM","Jun 18, 2026 4:25 AM","Jun 18, 2026 4:56 AM","Jun 21, 2026 8:03 PM",MEFMSOFT,MEFMCSA
WO2026-227940,CM,COMP,1H2 - Telephone - Open Stage Xpert not working,TSM-332,L1,1H2ES0-F01-SMR,SC118297,"Jun 18, 2026 5:20 AM","Jun 18, 2026 5:20 AM","Jun 18, 2026 5:27 AM","Jun 18, 2026 12:36 PM",MESMNS,COMCOOR1
WO2026-227174,CM,COMP,1H2-ENT03-ESC03-Skirt guard lighting not working properly on the lower landing,0001411,L1,1H2ES0-G00-B01,CMES000414,"Jun 17, 2026 3:05 AM","Jun 17, 2026 3:05 AM","Jun 17, 2026 3:21 AM","Jun 17, 2026 9:51 AM",MEFMHARD,BACSMC
WO2026-227175,CM,COMP,1H2-ENT03-ESC04-Skirt guard lighting not working properly near the upper landing,0001411,L1,1H2ES0-G00-B01,CMES000415,"Jun 17, 2026 3:13 AM","Jun 17, 2026 3:13 AM","Jun 17, 2026 3:25 AM","Jun 17, 2026 9:56 AM",MEFMHARD,BACSMC
WO2026-227978,CM,CLOSE,1H2 - Platform 1 Sliding Door - North Side Sliding Door protection Rubber(cover) is detached conditi,0001162,L1,1H2ES0-P02-PLAT01,AGSD0150,"Jun 18, 2026 9:43 AM","Jun 18, 2026 9:43 AM","Jun 18, 2026 9:54 AM","Jun 21, 2026 1:13 PM",MEFMHARD,MECHFMSC
WO2026-226576,CM,CLOSE,1G1-Barrier-Barrier at upper landing area of Escalator 8 is loose & needs to be fixed properly.,0001125,L1,1G1ES0-F01-ESC03,BAR/BOL -31,"Jun 16, 2026 8:53 PM","Jun 16, 2026 8:53 PM","Jun 16, 2026 9:54 PM","Jun 20, 2026 7:47 PM",MEFMSOFT,MEFMCSA
WO2026-225738,CM,CLOSE,MRIICF 1G1 Station pillar External pillar no -1-307,FM-80958,L1,1G1000,EXTWAL-31,"Jun 15, 2026 7:47 PM","Jun 15, 2026 7:47 PM","Jun 15, 2026 7:49 PM","Jun 17, 2026 11:42 AM",MEFMSOFT,MEFMCSA
WO2026-225742,CM,CLOSE,MRIICF 1G1 Station  External pillar no -1-281,FM-80958,L1,1G104V,EXTWAL-31,"Jun 15, 2026 7:56 PM","Jun 15, 2026 7:56 PM","Jun 15, 2026 7:57 PM","Jun 17, 2026 11:47 AM",MEFMSOFT,MEFMCSA
WO2026-225739,CM,CLOSE,MRIICF 1G1 Station External pillar no -1-302,FM-80958,L1,1G1000-1G103V,EXTWAL-31,"Jun 15, 2026 7:52 PM","Jun 15, 2026 7:52 PM","Jun 15, 2026 7:53 PM","Jun 17, 2026 11:45 AM",MEFMSOFT,MEFMCSA
WO2026-225714,CM,CLOSE,"1G1-Male washroom hand soap dispenser not working, south side.",0001103,L1,1G1ES0-F01-WCM01,MEPG0839,"Jun 15, 2026 4:12 PM","Jun 15, 2026 4:12 PM","Jun 15, 2026 4:52 PM","Jun 19, 2026 12:08 AM",MEFMHARD,MECHFMSC
WO2026-225729,CM,CLOSE,1G1-HVAC-FDXU 1.1 is notworking .,0001103,L1,1G1ES0-B01-GEN,CMAC004678,"Jun 15, 2026 4:46 PM","Jun 15, 2026 4:46 PM","Jun 15, 2026 6:59 PM","Jun 16, 2026 2:06 AM",MEFMHARD,ELECFMSC
WO2026-225640,CM,COMP,1G1-SCPI-1G1ESO-F01 NORTH CONCOURSE NO DISPLAY - C0CP02-PID-28,0000353,L1,1G1ES0-F01-COCP02,SD104565,"Jun 15, 2026 7:53 AM","Jun 15, 2026 7:53 AM","Jun 15, 2026 8:26 AM","Jun 15, 2026 12:25 PM",MESMNS,COMCOOR1
WO2026-225603,CM,CLOSE,1G1 AHU-006 AIR HANDLING UNIT - GENERAL ALARM ACTIVE TEF-003 TWIN EXHAUST FAN,0000326,L1,1G1ES0-F01-HVR01,CMAC004627,"Jun 15, 2026 3:33 AM","Jun 15, 2026 3:33 AM","Jun 15, 2026 4:42 AM","Jun 18, 2026 4:34 AM",MEFMHARD,ELECFMSC
WO2026-226457,CM,CLOSE,1G1-AHU 04 Supply fan CMD OFF and both Supply and Return showing more than 30 degrees in BMS,0001416,L1,1G1ES0-F01-HVR01,CMAC004625,"Jun 16, 2026 7:51 AM","Jun 16, 2026 7:51 AM","Jun 16, 2026 8:07 AM","Jun 18, 2026 4:30 AM",MEFMHARD,ELECFMSC
WO2026-226419,CM,INPRG,1G1-HVR room north side - DXU split AC19.2 blower is faulty,0000326,L1,1G1ES0-F01-HVR02,CMAC004668,"Jun 16, 2026 4:31 AM","Jun 16, 2026 4:31 AM","Jun 16, 2026 5:07 AM",,MEFMHARD,HVACFMSC
WO2026-226524,CM,INPRG,1E2-B02.010  Emergency exit corridor-04 no lights working,0001173,L1,1E2DS0-B02-STR03,MEPG0577,"Jun 16, 2026 2:52 PM","Jun 16, 2026 2:52 PM","Jun 16, 2026 3:11 PM",,MEFMHARD,ELECFMSC
WO2026-225697,CM,CLOSE,1E2-EXIT-1-Near stairs-Socket cover need to be fixed properly.,0001206,L1,1E2DS0-G00-ENT01,MEPG0579,"Jun 15, 2026 1:48 PM","Jun 15, 2026 1:48 PM","Jun 15, 2026 1:59 PM","Jun 20, 2026 8:05 AM",MEFMHARD,ELECFMSC
WO2026-228004,CM,INPRG,1E2-External lights working without control (24hours),FM-127413,L1,1E2DS0-G00-ENT01,MEPG0577,"Jun 18, 2026 12:05 PM","Jun 18, 2026 12:05 PM","Jun 18, 2026 12:06 PM",,MEFMHARD,ELECFMSC
WO2026-227941,CM,CLOSE,1E2-Signage-B05-Stair 1 exit signage light not working.,SANDIP.GHOLAP,L1,1E2DS0-B02-STR1,MEPG0575,"Jun 18, 2026 5:22 AM","Jun 18, 2026 5:22 AM","Jun 18, 2026 5:44 AM","Jun 22, 2026 9:30 AM",MEFMHARD,ELECFMSC
WO2026-226512,CM,CLOSE,1E2- Exit-1 level-Escalator-100003 abnormal sound,0001173,L1,1E2DS0-B03-G00,CMES000600,"Jun 16, 2026 1:33 PM","Jun 16, 2026 1:33 PM","Jun 16, 2026 1:50 PM","Jun 17, 2026 8:14 AM",MEFMHARD,MECHFMSC
WO2026-225701,CM,CLOSE,1E2-B03.085-HVAC Room2-AHU4-Abnormal noise from return air handling unit.,0001206,L1,1E2DS0-B03-HVR02,CMAC006684,"Jun 15, 2026 2:22 PM","Jun 15, 2026 2:22 PM","Jun 15, 2026 2:53 PM","Jun 19, 2026 10:20 AM",MEFMHARD,HVACFMSC
WO2026-225733,CM,INPRG,1E2-PRET Retail store roller shutter is not working,RAVITEJA.GADIDESHI,L1,1E2DS0-B03-RTL,FSH0096,"Jun 15, 2026 6:02 PM","Jun 15, 2026 6:02 PM","Jun 15, 2026 7:21 PM",,MEFMHARD,MECHFMSC
WO2026-226421,CM,CLOSE,1E2-FCU- Heavy sound from FCU grill at exit 02,0001158,L1,1E2DS0-G00-ENT01,CMAC006837,"Jun 16, 2026 5:02 AM","Jun 16, 2026 5:02 AM","Jun 16, 2026 5:10 AM","Jun 19, 2026 10:48 AM",MEFMHARD,HVACFMSC
WO2026-227229,CM,CLOSE,1E2-EXIT-2 Sliding door-10 not opening in any mode Even with Acid also not opening,0001173,L1,1E2DS0-G00-ENT01,AGSD0133,"Jun 17, 2026 8:37 AM","Jun 17, 2026 8:37 AM","Jun 17, 2026 9:12 AM","Jun 21, 2026 8:33 PM",MEFMHARD,MECHFMSC
WO2026-226420,CM,CLOSE,1E2: Entrances are showing high temperature in BMS,FM-121321,L1,1E2DS0-G00-ENT02,CMAC006834,"Jun 16, 2026 5:06 AM","Jun 16, 2026 5:06 AM","Jun 16, 2026 5:09 AM","Jun 19, 2026 12:10 AM",MEFMHARD,HVACFMSC
WO2026-226490,CM,CLOSE,1E2-Concourse level-Elevator-100104 Display not working,0001173,L1,1E2DS0-P06-B03,CMLF000375,"Jun 16, 2026 11:26 AM","Jun 16, 2026 11:26 AM","Jun 16, 2026 11:35 AM","Jun 16, 2026 4:44 PM",MEFMHARD,MECHFMSC
WO2026-225756,CM,CLOSE,1E2-B03-N2L4-MCD-018 ELV05-ELV-100104 SFT Maint alert act monitor alarm showing in MFACP,RAVITEJA.GADIDESHI,L1,1E2DS0-P06-SMR,CFDA000167,"Jun 15, 2026 6:04 PM","Jun 15, 2026 6:04 PM","Jun 15, 2026 9:07 PM","Jun 17, 2026 5:44 AM",MEFMHARD,ELECFMSC
WO2026-227246,CM,COMP,L1_CCR_1E2DSO_UW01_Station Control Simatic disturb alarm in PSCADA,TSM-333,L1,1E2DS0-P06-SST,REL1001902,"Jun 17, 2026 10:28 AM","Jun 17, 2026 11:02 AM","Jun 17, 2026 11:09 AM","Jun 20, 2026 11:01 AM",MESMNS,RELCOOR1
WO2026-228045,CM,INPRG,1B2DS0-External Lights working without control (24HOURS),0001412,L1,1B2DS0-G00-ENT01,MEPG0154,"Jun 18, 2026 5:13 PM","Jun 18, 2026 5:13 PM","Jun 18, 2026 5:21 PM",,MEFMHARD,ELECFMSC
WO2026-227224,CM,CLOSE,1B2_Door handle need fix properly for the CORR02(P06.014) door.,BHASKARAPRASD.JOGI,L1,1B2DS0-P06-CORR02,DOOR-15,"Jun 17, 2026 8:03 AM","Jun 17, 2026 8:03 AM","Jun 17, 2026 8:56 AM","Jun 18, 2026 3:08 AM",MEFMSOFT,MEFMCSA
WO2026-225710,CM,COMP,L1-1B2DS0-SCSS-B03-COCU01-CARE-54a is not working for swing gate,0001412,L1,1B2DS0-B03-COCU01,SCC121962,"Jun 15, 2026 3:44 PM","Jun 15, 2026 3:44 PM","Jun 15, 2026 4:28 PM","Jun 15, 2026 8:19 PM",MESMNS,COMCOOR1
WO2026-225356,CM,COMP,1B2-Concourse-Side door near AFC gates-CARE-54b-Not closing most of the times.,TSM-332,L1,1B2DS0-B03-COCU01,SCC121963,"Jun 15, 2026 12:28 AM","Jun 15, 2026 12:28 AM","Jun 15, 2026 12:30 AM","Jun 15, 2026 3:56 AM",MESMNS,COMCOOR1
WO2026-226547,CM,CLOSE,L1-1B2DS0-SCSS-B03-C0CU01-CARE-54a is faulty,0001412,L1,1B2DS0-B03-COCU01,SCC121962,"Jun 16, 2026 7:30 PM","Jun 16, 2026 7:30 PM","Jun 16, 2026 7:52 PM","Jun 18, 2026 2:54 AM",MESMNS,MEFMCSA
WO2026-226547,CM,CLOSE,L1-1B2DS0-SCSS-B03-C0CU01-CARE-54a is faulty,0001412,L1,1B2DS0-B03-COCU01,SCC121962,"Jun 16, 2026 7:30 PM","Jun 16, 2026 7:30 PM","Jun 16, 2026 7:52 PM","Jun 18, 2026 2:54 AM",MESMNS,MEFMCSA
WO2026-226450,CM,CLOSE,1B2-Sliding Door-Exit-02 PB -13 Sliding door is not working unable to open manually,0001169,L1,1B2DS0-G00-ENT01,AGSD0090,"Jun 16, 2026 7:20 AM","Jun 16, 2026 7:20 AM","Jun 16, 2026 7:38 AM","Jun 22, 2026 9:58 AM",MEFMHARD,MECHFMSC
WO2026-226578,CM,COMP,L1-1B2DS0-PID  13 above MSD-201  is faulty,0001412,L1,1B2DS0-P06-PLAT02,SD111598,"Jun 16, 2026 9:55 PM","Jun 16, 2026 9:55 PM","Jun 16, 2026 9:59 PM","Jun 17, 2026 12:28 PM",MESMNS,COMCOOR1
WO2026-226578,CM,COMP,L1-1B2DS0-PID  13 above MSD-201  is faulty,0001412,L1,1B2DS0-P06-PLAT02,SD111598,"Jun 16, 2026 9:55 PM","Jun 16, 2026 9:55 PM","Jun 16, 2026 9:59 PM","Jun 17, 2026 12:28 PM",MESMNS,COMCOOR1
WO2026-226530,CM,CLOSE,"1B2 - All chillers and chilled water pumps are running in Local mode , as the chiller is frequently",FM-145309,L1,1B2DS0-P06-SMR,CTVE010170,"Jun 16, 2026 3:45 PM","Jun 16, 2026 3:45 PM","Jun 16, 2026 3:49 PM","Jun 17, 2026 8:10 PM",MEFMHARD,ELECFMSC
WO2026-226533,CM,CLOSE,1B3/2B2-MALE STAFF WASHROOM FLOOR DRAINAGE BLOCKED.,0001526,L1,1B3TS0-P04-WCMS,MEPG0227,"Jun 16, 2026 4:02 PM","Jun 16, 2026 4:02 PM","Jun 16, 2026 4:28 PM","Jun 18, 2026 9:21 AM",MEFMHARD,MECHFMSC
WO2026-226528,CM,CLOSE,1B3/2B2-King Fahad platform-Accessible male washroom-Drainage floor is blocked,0001526,L1,1B3TS0-P04-WCMS,MEPG0227,"Jun 16, 2026 3:27 PM","Jun 16, 2026 3:27 PM","Jun 16, 2026 3:37 PM","Jun 17, 2026 10:16 AM",MEFMHARD,MECHFMSC
WO2026-226408,CM,INPRG,"1B3-During TVS testing, abnormal mode behavior was observed for Congestion Mode-11&12.",0001146,L1,1B3TS0,,"Jun 16, 2026 3:44 AM","Jun 16, 2026 3:44 AM","Jun 16, 2026 3:57 AM",,MEFMHARD,MECHFMSC
WO2026-226408,CM,INPRG,"1B3-During TVS testing, abnormal mode behavior was observed for Congestion Mode-11&12.",0001146,L1,1B3TS0,,"Jun 16, 2026 3:44 AM","Jun 16, 2026 3:44 AM","Jun 16, 2026 3:57 AM",,MEFMHARD,MECHFMSC
WO2026-225620,CM,CLOSE,1B3-Platform 2 SIG and PSD room 01 door is not closing properly.,0001146,L1,1B3TS0-P01,DOOR-22,"Jun 15, 2026 5:33 AM","Jun 15, 2026 5:33 AM","Jun 15, 2026 6:03 AM","Jun 16, 2026 7:01 AM",MEFMSOFT,MEFMCSA
WO2026-227260,CM,INPRG,1B3-2B2-Water leakage in line 02 Platform 01 from Air conditioning Room P01-028,GOVARDHAN.PARMKUSAM,L1,1B3TS0-P04-ACR03,MEPG0224,"Jun 17, 2026 1:02 PM","Jun 17, 2026 1:02 PM","Jun 17, 2026 1:04 PM",,MEFMHARD,MECHFMSC
WO2026-227967,CM,INPRG,1B3 L2- KING SAUD PLATFORM–* Drinking Fountain: Bio Logic tube lamp found defective.,FM-127413,L1,1B3TS0-P01,MEPG0228,"Jun 18, 2026 8:11 AM","Jun 18, 2026 8:11 AM","Jun 18, 2026 8:13 AM",,MEFMHARD,MECHFMSC
WO2026-226440,CM,COMP,1B3-MCB-002 Power distribution cabinet-MCB Trip in FSCADA.,0001146,L1,1B3TS0-P04-COMT01,SC101219,"Jun 16, 2026 5:52 AM","Jun 16, 2026 5:52 AM","Jun 16, 2026 6:17 AM","Jun 17, 2026 3:28 AM",MESMNS,COMCOOR1
WO2026-225619,CM,CLOSE,1B3-Platform 2 LPS 01 door 22 closing fast.Need to adjust.,0001146,L1,1B3TS0-P04-LPS01,DOOR-22,"Jun 15, 2026 5:26 AM","Jun 15, 2026 5:26 AM","Jun 15, 2026 6:00 AM","Jun 18, 2026 12:43 PM",MEFMSOFT,MEFMCSA
WO2026-225619,CM,CLOSE,1B3-Platform 2 LPS 01 door 22 closing fast.Need to adjust.,0001146,L1,1B3TS0-P04-LPS01,DOOR-22,"Jun 15, 2026 5:26 AM","Jun 15, 2026 5:26 AM","Jun 15, 2026 6:00 AM","Jun 18, 2026 12:43 PM",MEFMSOFT,MEFMCSA
WO2026-225612,CM,COMP,1B3-ESC 100005 Bottom skirt light not glowing partially.,0001146,L1,1B3TS0-P04-P03,CMES000677,"Jun 15, 2026 5:41 AM","Jun 15, 2026 5:41 AM","Jun 15, 2026 5:47 AM","Jun 19, 2026 9:28 AM",MEFMHARD,BACSMC
WO2026-226442,CM,COMP,1B3-Wrong CCTV popup observed while operating the intercom from platforms.,0001146,L1,1B3TS0-P04-PLAT01,SC100740,"Jun 16, 2026 6:19 AM","Jun 16, 2026 6:19 AM","Jun 16, 2026 6:29 AM","Jun 16, 2026 8:19 PM",MESMNS,COMCOOR1
WO2026-227316,CM,INPRG,1B3- FCU-10 female staff Room (Motor Damaged),0001390,L1,1B3TS0-P04-SFTM02,CMAC008333,"Jun 17, 2026 7:24 PM","Jun 17, 2026 7:24 PM","Jun 17, 2026 7:36 PM",,MEFMHARD,HVACFMSC
WO2026-227975,CM,CLOSE,1C1-EXIT-2-Canopy ceiling lights- Inner and outer side multiple lights not working,0001394,L1,1C1DS0-G00-ENT02,MEPG0295,"Jun 18, 2026 9:34 AM","Jun 18, 2026 9:34 AM","Jun 18, 2026 9:48 AM","Jun 19, 2026 12:13 AM",MEFMHARD,ELECFMSC
WO2026-225623,CM,CLOSE,1C1- lighting not working in toilet signage at concourse lever,0001118,L1,1C1DS0-B03,MEPG0295,"Jun 15, 2026 5:47 AM","Jun 15, 2026 5:47 AM","Jun 15, 2026 6:14 AM","Jun 16, 2026 3:00 AM",MEFMHARD,ELECFMSC
WO2026-225627,CM,CLOSE,1C1- B03.019 Ventilation Electrical room-3 light not glowing.,0001118,L1,1C1DS0-B03-VER01,MEPG0295,"Jun 15, 2026 6:08 AM","Jun 15, 2026 6:08 AM","Jun 15, 2026 6:21 AM","Jun 16, 2026 3:05 AM",MEFMHARD,ELECFMSC
WO2026-228013,CM,CLOSE,1C1-P06-009 PSD room- one tube light not working,0001394,L1,1C1DS0-P06-SIGP,MEPG0295,"Jun 18, 2026 12:42 PM","Jun 18, 2026 12:42 PM","Jun 18, 2026 1:19 PM","Jun 22, 2026 1:38 AM",MEFMHARD,ELECFMSC
WO2026-228024,CM,CLOSE,1C1-Exit-2 Power sockets-PP04-L1/1-SKT-1 and SKT-2 not working,0001394,L1,1C1DS0-G00-ENT02,MEPG0297,"Jun 18, 2026 1:52 PM","Jun 18, 2026 1:52 PM","Jun 18, 2026 2:06 PM","Jun 19, 2026 12:00 AM",MEFMHARD,ELECFMSC
WO2026-227976,CM,CLOSE,1C1-EXIT-3-Canopy ceiling lights- Inner and outer side multiple lights  are dim status,0001394,L1,1C1DS0-G00-ENT03,MEPG0295,"Jun 18, 2026 9:41 AM","Jun 18, 2026 9:41 AM","Jun 18, 2026 9:50 AM","Jun 18, 2026 11:56 PM",MEFMHARD,ELECFMSC
WO2026-225630,CM,CLOSE,1C1- Light not working near B03.148 stair-12,0001118,L1,1C1DS0-B02-STR07,MEPG0295,"Jun 15, 2026 6:28 AM","Jun 15, 2026 6:28 AM","Jun 15, 2026 7:11 AM","Jun 16, 2026 3:07 AM",MEFMHARD,ELECFMSC
WO2026-226600,CM,INPRG,1C1-BMS WS-CMAC-1C1DS0-B03-183 ELV04-CHW-FCU96-Return temperature readings not showing,0001160,L1,1C1DS0-B03-ELV07,CMAC004593,"Jun 16, 2026 10:17 PM","Jun 16, 2026 10:17 PM","Jun 16, 2026 11:54 PM",,MEFMHARD,ELECFMSC
WO2026-225624,CM,COMP,1c1- SCSS-1C1DS0.B030 ECUP03-CARE-50 door not opening with EAC card.,0001118,L1,1C1DS0-B03-EUCP03,SC113027,"Jun 15, 2026 5:59 AM","Jun 15, 2026 5:59 AM","Jun 15, 2026 6:15 AM","Jun 15, 2026 1:26 PM",MESMNS,COMCOOR1
WO2026-225631,CM,COMP,1C1- EscalatorESC-100001 skirt light not working.,0001118,L1,1C1DS0-B03-G00,CMES000349,"Jun 15, 2026 6:42 AM","Jun 15, 2026 6:42 AM","Jun 15, 2026 7:15 AM","Jun 15, 2026 1:42 PM",MEFMHARD,BACSMC
WO2026-227988,CM,COMP,1C1-BMS-AHU-02-Bag filter showing dirty alarm,0001394,L1,1C1DS0-B03-HVR01,CMAC004431,"Jun 18, 2026 10:24 AM","Jun 18, 2026 10:24 AM","Jun 18, 2026 10:30 AM","Jun 20, 2026 12:32 PM",MEFMHARD,HVACFMSC
WO2026-206842,PM,CLOSE,Weekly Inspection and Off Load Run Test of standby Generator,MAXADMIN,L1,1C1DS0,CELD001665,"Jun 18, 2026 11:17 AM","Jun 18, 2026 11:17 AM","Jun 18, 2026 11:42 AM","Jun 19, 2026 12:07 AM",MEFMHARD,ELECFMSC
WO2026-227990,CM,CLOSE,1C1-BMS-MDB1 and EMDB1 KWH reading mismatch and Reset KWH initial value for each metre alarm,0001394,L1,1C1DS0-B04-MDB,CELD001665,"Jun 18, 2026 10:28 AM","Jun 18, 2026 10:28 AM","Jun 18, 2026 10:39 AM","Jun 19, 2026 9:14 PM",MEFMHARD,ELECFMSC
WO2026-227997,CM,CLOSE,1C1-BMS-critical alarm-current unbalance alarm at MDB01,0001394,L1,1C1DS0-B04-MDB,CELD001665,"Jun 18, 2026 11:17 AM","Jun 18, 2026 11:17 AM","Jun 18, 2026 11:42 AM","Jun 19, 2026 12:07 AM",MEFMHARD,ELECFMSC
WO2026-206857,PM,CLOSE,Weekly Inspection and Testing of Emergency Lighting Fixture - Station / Depot,MAXADMIN,L1,1C1SH0,CELD001665,"Jun 18, 2026 11:17 AM","Jun 18, 2026 11:17 AM","Jun 18, 2026 11:42 AM","Jun 19, 2026 12:07 AM",MEFMHARD,ELECFMSC
WO2026-206844,PM,CLOSE,Weekly Inspection and Testing of Emergency Lighting Fixture - Station / Depot,MAXADMIN,L1,1C1DS0,CELD001665,"Jun 18, 2026 11:17 AM","Jun 18, 2026 11:17 AM","Jun 18, 2026 11:42 AM","Jun 19, 2026 12:07 AM",MEFMHARD,ELECFMSC
WO2026-226596,CM,CLOSE,1C1-BMS WS-CMAC-1C1DS0-B04-003 TVE01-CHW-FCU17 having fan fail alarm,0001160,L1,1C1DS0-B04-TVE01,CMAC004526,"Jun 16, 2026 10:19 PM","Jun 16, 2026 10:19 PM","Jun 16, 2026 11:41 PM","Jun 20, 2026 12:48 PM",MEFMHARD,HVACFMSC
WO2026-226469,CM,APPR,1C1-Sliding door at Exit-01 (PB-2) not working,0001396,L1,1C1DS0-G00-ENT02,AGSD0098,"Jun 16, 2026 9:31 AM","Jun 16, 2026 9:31 AM","Jun 16, 2026 9:42 AM",,MEFMHARD,MECHFMSC
WO2026-228022,CM,INPRG,L1_1A1 KAFD_Fire alarm triggered_B02-N3L9-MM-157 EX-FP-2A PUMP RUN  Device: LVL1_N3L9_MM157_PUMP-RUN,0000282,L1,1A1TS0-B02-FFP01,,"Jun 18, 2026 1:47 PM","Jun 18, 2026 1:47 PM","Jun 18, 2026 2:00 PM",,MEFMHARD,MECHFMSC
WO2026-227973,CM,CLOSE,1C1-SMR-MFACP-Trouble ACT-B07-HED-010-ELV-103-PIT,0001394,L1,1C1DS0-P06-B03,CMLF000193,"Jun 18, 2026 9:38 AM","Jun 18, 2026 9:38 AM","Jun 18, 2026 9:43 AM","Jun 21, 2026 3:42 AM",MEFMHARD,ELECFMSC
WO2026-228006,CM,COMP,1C1-Elevator 102-Concourse level Call button not working(Not following the logic),0001394,L1,1C1DS0-P06-B03,CMLF000192,"Jun 18, 2026 12:07 PM","Jun 18, 2026 12:07 PM","Jun 18, 2026 12:14 PM","Jun 18, 2026 3:55 PM",MEFMHARD,BACSMC
WO2026-227994,CM,CLOSE,1C1-MDB02 room-DXU-41 showing error alarm-unable to start,0001394,L1,1C1DS0-P06-MDB02,CMAC004498,"Jun 18, 2026 11:11 AM","Jun 18, 2026 11:11 AM","Jun 18, 2026 11:24 AM","Jun 19, 2026 1:16 AM",MEFMHARD,ELECFMSC
WO2026-228078,CM,COMP,1C1-BMS WS-CMAC-1C1DS0-P06-SIGP-PDX-13 having dirty filter alarm active,0001160,L1,1C1DS0-P06-SIGP,CMAC004452,"Jun 18, 2026 10:18 PM","Jun 18, 2026 10:18 PM","Jun 18, 2026 11:39 PM","Jun 21, 2026 12:29 PM",MEFMHARD,HVACFMSC
WO2026-227320,CM,CLOSE,1C1-MFACP-Superviosry act-1C1-B03-N2L4-MM-172 ASP6-T ECUP-05 alarm available,0001160,L1,1C1DS0-P06-SMR,MEPG0300,"Jun 17, 2026 7:52 PM","Jun 17, 2026 7:52 PM","Jun 17, 2026 9:01 PM","Jun 21, 2026 4:17 AM",MEFMHARD,ELECFMSC
